index,tracklist_id,tracklist_name,tracklist_date,tracklist_userpagevisits,tracklist_userlikes,tracklist_tracks_IDed,tracklist_tracks_total,genre0,DJ0,Open Air / Festival0,name,byArtist,url,id_x,time,track_number,mashup,mashup_name,beatport0,apple0,spotify0,video0,soundcloud0,apple1,soundcloud1,apple2,traxsource0,spotify1,soundcloud2,beatport1,spotify2,apple3,beatport2,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id_y,duration_ms,time_signature,genres
27,1ldcw1rk,"Hardwell @ Mainstage, Ultra Music Festival Miami, United States 2016-03-19","Sat, Mar 19 2016",346660,273,all,27,Big Room,Hardwell,Ultra Music Festival Miami,Hardwell & W&W ft. Fatman Scoop - Don't Stop The Madness (Acappella),Hardwell & W&W,/track/2wfswfxf/hardwell-wandw-dont-stop-the-madness-acappella/index.html,246553, 24:17 ,w/,False,,,,,HwQ_iGvnOgs,182650515,,,,,,,,,,,,,,,,,,,,,,,,,
28,1ldcw1rk,"Hardwell @ Mainstage, Ultra Music Festival Miami, United States 2016-03-19","Sat, Mar 19 2016",346660,273,all,27,Big Room,Hardwell,Ultra Music Festival Miami,NWYR - Voltage,NWYR,/track/1s6jdckx/nwyr-voltage/index.html,348051, 26:11 ,w/,False,,9841272,1245792686,2TmoOuYeG3A6gXVfV9I8la,,329012190,,,,,,,10079968,,,,0.302,0.893,7.0,-4.226,0.0,0.103,0.000915,0.461,0.512,0.191,131.941,2TmoOuYeG3A6gXVfV9I8la,183182.0,4.0,"big room,deep big room,edm,progressive house,trance"
29,1ldcw1rk,"Hardwell @ Mainstage, Ultra Music Festival Miami, United States 2016-03-19","Sat, Mar 19 2016",346660,273,all,27,Big Room,Hardwell,Ultra Music Festival Miami,Porter Robinson & Mat Zo vs. Daft Punk - Easy vs. One More Time (Tristan Garner Unfinished Bootleg),Porter Robinson & Mat Zo vs. Daft Punk,/track/2nwbvsmf/porter-robinson-mat-zo-daft-punk-easy-vs.-one-more-time-tristan-garner-unfinished-bootleg/index.html,145233, 26:55 ,10,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1ldcw1rk,"Hardwell @ Mainstage, Ultra Music Festival Miami, United States 2016-03-19","Sat, Mar 19 2016",346660,273,all,27,Big Room,Hardwell,Ultra Music Festival Miami,Daft Punk - One More Time,Daft Punk,/track/j4rvgx/daft-punk-one-more-time/index.html,1847,,,True,Porter Robinson & Mat Zo vs. Daft Punk - Easy vs. One More Time (Tristan Garner Unfinished Bootleg),6014288,697195462,0DiWol3AO6WpXZgp0goxAV,,199428706,697402070,,697401641,,5F0fiSkDxZL5V3SlnTNhKh,,6014287,2Uy6EhQXAYkXA6MohPgjpV,298430162,,0.611,0.697,2.0,-8.618,1.0,0.133,0.0193,0.0,0.332,0.476,122.752,0DiWol3AO6WpXZgp0goxAV,320357.0,4.0,"electro,filter house"
31,1ldcw1rk,"Hardwell @ Mainstage, Ultra Music Festival Miami, United States 2016-03-19","Sat, Mar 19 2016",346660,273,all,27,Big Room,Hardwell,Ultra Music Festival Miami,Porter Robinson & Mat Zo - Easy,Porter Robinson & Mat Zo,/track/234vjwkf/porter-robinson-mat-zo-easy/index.html,103785,,,True,Daft Punk - One More Time,4962600,728931394,3U9ayxeAZCcz5jwcGBD2uH,,72082782,641844802,,641879523,1379731,2072jsE08Lh2NZ79lfdD9e,,4467406,5OSJZlfxZwR5jreQSy6r2O,,4024058,0.547,0.811,2.0,-6.422,1.0,0.0477,0.00144,0.000225,0.338,0.337,127.993,3U9ayxeAZCcz5jwcGBD2uH,398300.0,4.0,"big room,edm,electro house,progressive house,progressive trance,trance,uplifting trance"
32,1ldcw1rk,"Hardwell @ Mainstage, Ultra Music Festival Miami, United States 2016-03-19","Sat, Mar 19 2016",346660,273,all,27,Big Room,Hardwell,Ultra Music Festival Miami,Tom & Jame - Rise (Like A Thousand Suns),Tom & Jame,/track/v9kjcjf/tom-jame-rise-like-a-thousand-suns/index.html,311381, 28:53 ,w/,False,,8086484,1131140378,2sn1E8WuwRhhCft3YDHdhh,,270728229,1121146657,,,,,,,,,,0.568,0.942,4.0,-3.085,0.0,0.0651,0.00437,0.0369,0.382,0.0825,127.993,2sn1E8WuwRhhCft3YDHdhh,200085.0,4.0,"big room,deep big room,dutch edm,edm,electro house,pop edm,progressive electro house,sky room"
33,1ldcw1rk,"Hardwell @ Mainstage, Ultra Music Festival Miami, United States 2016-03-19","Sat, Mar 19 2016",346660,273,all,27,Big Room,Hardwell,Ultra Music Festival Miami,Hardwell ft. Jake Reese - Run Wild,Hardwell,/track/2m48m5kp/hardwell-run-wild/index.html,263806, 29:38 ,11,False,,7649217,1086548148,25dl9vcAJ9F6D6K35I3Nbw,,247658530,1438868861,247658443,,5288976,,,,,,,0.486,0.906,4.0,-4.634,0.0,0.055,0.000767,0.000544,0.253,0.118,130.095,25dl9vcAJ9F6D6K35I3Nbw,245538.0,4.0,"big room,dance pop,deep big room,dutch house,edm,electro house,progressive electro house,progressive house,tropical house"
34,1ldcw1rk,"Hardwell @ Mainstage, Ultra Music Festival Miami, United States 2016-03-19","Sat, Mar 19 2016",346660,273,all,27,Big Room,Hardwell,Ultra Music Festival Miami,Benny Benassi vs. Olly James & R3SPAWN ft. Bassjackers & Afrojack - Satisfaction Alarm (Hardwell UMF 2016 Mashup),Benny Benassi vs. Olly James & R3SPAWN,/track/w7c0ww5/benny-benassi-olly-james-r3spawn-satisfaction-alarm-hardwell-umf-2016-mashup/index.html,311216, 34:15 ,12,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1ldcw1rk,"Hardwell @ Mainstage, Ultra Music Festival Miami, United States 2016-03-19","Sat, Mar 19 2016",346660,273,all,27,Big Room,Hardwell,Ultra Music Festival Miami,Benny Benassi pres. The Biz - Satisfaction,Benny Benassi pres. The Biz,/track/9m3kgf/benny-benassi-the-biz-satisfaction/index.html,2029,,,True,Benny Benassi vs. Olly James & R3SPAWN ft. Bassjackers & Afrojack - Satisfaction Alarm (Hardwell UMF 2016 Mashup),1168953,19569351,5JZnjM9ijpit0d5zjT8MM7,,,,,,4151915,7g2BBjUQWJDdRohU8mOOZk,,,6gZYYNkviEukDNRVwxRPEF,,,0.802,0.725,11.0,-3.392,1.0,0.102,0.165,0.0984,0.0782,0.347,129.984,5JZnjM9ijpit0d5zjT8MM7,285413.0,4.0,"disco house,edm,electro house"
36,1ldcw1rk,"Hardwell @ Mainstage, Ultra Music Festival Miami, United States 2016-03-19","Sat, Mar 19 2016",346660,273,all,27,Big Room,Hardwell,Ultra Music Festival Miami,Bassjackers & Afrojack - What We Live For (Let Me See Your Hands Acappella),Bassjackers & Afrojack,/track/2bt4b635/bassjackers-afrojack-what-we-live-for-let-me-see-your-hands-acappella/index.html,300284,,,True,Benny Benassi pres. The Biz - Satisfaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1ldcw1rk,"Hardwell @ Mainstage, Ultra Music Festival Miami, United States 2016-03-19","Sat, Mar 19 2016",346660,273,all,27,Big Room,Hardwell,Ultra Music Festival Miami,Olly James & R3SPAWN - Alarm,Olly James & R3SPAWN,/track/v9kcccf/olly-james-r3spawn-alarm/index.html,311217,,,True,Bassjackers & Afrojack - What We Live For (Let Me See Your Hands Acappella),8102734,1131607904,2Y5dwWThle0zPfIjSUesf2,,270835707,1184243154,,,5288113,,,,,,,0.539,0.984,0.0,-4.675,1.0,0.289,0.0015,0.197,0.124,0.179,128.037,2Y5dwWThle0zPfIjSUesf2,226902.0,4.0,"big room,deep big room,edm,electro house,progressive electro house,sky room"
38,1ldcw1rk,"Hardwell @ Mainstage, Ultra Music Festival Miami, United States 2016-03-19","Sat, Mar 19 2016",346660,273,all,27,Big Room,Hardwell,Ultra Music Festival Miami,Pitchback vs. Linkin Park vs. Alesso vs. David Guetta & GLOWINTHEDARK ft. Harrison - Cosmic Dark vs. In The End (Hardwell UMF 2016 Mashup),Pitchback vs. Linkin Park vs. Alesso vs. David Guetta & GLOWINTHEDARK ft. Harrison,/track/h643k15/pitchback-linkin-park-alesso-david-guetta-glowinthedark-ft.-harrison-cosmic-dark-vs.-in-the-end-hardwell-umf-2016-mashup/index.html,311764, 37:14 ,13,True,,,,,m1ssAFzaCsU,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1ldcw1rk,"Hardwell @ Mainstage, Ultra Music Festival Miami, United States 2016-03-19","Sat, Mar 19 2016",346660,273,all,27,Big Room,Hardwell,Ultra Music Festival Miami,Linkin Park - In The End,Linkin Park,/track/7tlh3gx/linkin-park-in-the-end/index.html,74423,,,True,Pitchback vs. Linkin Park vs. Alesso vs. David Guetta & GLOWINTHEDARK ft. Harrison - Cosmic Dark vs. In The End (Hardwell UMF 2016 Mashup),,,60a0Rd6pjrkxjPbaKzXjfq,,,,,,,,,,,,,0.556,0.864,3.0,-5.87,0.0,0.0584,0.00958,0.0,0.209,0.4,105.143,60a0Rd6pjrkxjPbaKzXjfq,216880.0,4.0,"alternative metal,nu metal,post-grunge,rap metal"
40,1ldcw1rk,"Hardwell @ Mainstage, Ultra Music Festival Miami, United States 2016-03-19","Sat, Mar 19 2016",346660,273,all,27,Big Room,Hardwell,Ultra Music Festival Miami,Alesso - Raise Your Head (Acappella),Alesso,/track/1665465/alesso-raise-your-head-acappella/index.html,81528,,,True,Linkin Park - In The End,,,,ZG1AT6tylA4,27402052,,,,,,,,,,,,,,,,,,,,,,,,,
41,1ldcw1rk,"Hardwell @ Mainstage, Ultra Music Festival Miami, United States 2016-03-19","Sat, Mar 19 2016",346660,273,all,27,Big Room,Hardwell,Ultra Music Festival Miami,David Guetta & GLOWINTHEDARK ft. Harrison - Ain't A Party (Let Me See Your Fuckin Hands Acappella),David Guetta & GLOWINTHEDARK,/track/t8wkgff/david-guetta-glowinthedark-aint-a-party-let-me-see-your-fuckin-hands-acappella/index.html,141913,,,True,Alesso - Raise Your Head (Acappella),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,1ldcw1rk,"Hardwell @ Mainstage, Ultra Music Festival Miami, United States 2016-03-19","Sat, Mar 19 2016",346660,273,all,27,Big Room,Hardwell,Ultra Music Festival Miami,Pitchback - Cosmic Dark,Pitchback,/track/2whps42x/pitchback-cosmic-dark/index.html,310375,,,True,David Guetta & GLOWINTHEDARK ft. Harrison - Ain't A Party (Let Me See Your Fuckin Hands Acappella),8013272,1125346830,5lLiVVtap1z4PoeWe6mNMG,,267094631,,254020865,,,,,,,,,0.512,0.915,11.0,-5.377,0.0,0.136,0.00153,0.0164,0.523,0.288,130.05,5lLiVVtap1z4PoeWe6mNMG,195692.0,4.0,"deep big room,sky room"
43,1ldcw1rk,"Hardwell @ Mainstage, Ultra Music Festival Miami, United States 2016-03-19","Sat, Mar 19 2016",346660,273,all,27,Big Room,Hardwell,Ultra Music Festival Miami,Hardwell ft. Craig David - No Holding Back,Hardwell,/track/2gjc04d5/hardwell-no-holding-back/index.html,300272, 41:02 ,14,False,,8243104,1141929677,5MPGuEFEoYdzi6NAyqe0OC,,253994382,,,,,,,,,,,0.707,0.916,1.0,-2.717,0.0,0.175,0.0271,0.0,0.724,0.327,130.053,5MPGuEFEoYdzi6NAyqe0OC,164347.0,4.0,"british soul,dance pop,pop rap,r&b,tropical house,urban contemporary"
44,1ldcw1rk,"Hardwell @ Mainstage, Ultra Music Festival Miami, United States 2016-03-19","Sat, Mar 19 2016",346660,273,all,27,Big Room,Hardwell,Ultra Music Festival Miami,Hardwell ft. Craig David - No Holding Back (Henry Fong Remix),Hardwell,/track/2unfkk7x/hardwell-no-holding-back-henry-fong-remix/index.html,322059, 43:31 ,w/,False,,8243105,,,,278967328,,253895457,,,,,,,,,,,,,,,,,,,,,,,
45,1ldcw1rk,"Hardwell @ Mainstage, Ultra Music Festival Miami, United States 2016-03-19","Sat, Mar 19 2016",346660,273,all,27,Big Room,Hardwell,Ultra Music Festival Miami,Blasterjaxx vs. Hardwell ft. Amba Shepherd - Apollo Going Crazy (Hardwell Mashup),Blasterjaxx vs. Hardwell ft. Amba Shepherd,/track/9mg1d85/blasterjaxx-hardwell-amba-shepherd-apollo-going-crazy-hardwell-mashup/index.html,315936, 44:32 ,15,True,,,,,ufNV5f-Xx0o,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1ldcw1rk,"Hardwell @ Mainstage, Ultra Music Festival Miami, United States 2016-03-19","Sat, Mar 19 2016",346660,273,all,27,Big Room,Hardwell,Ultra Music Festival Miami,Hardwell ft. Amba Shepherd - Apollo,Hardwell,/track/v3859sx/hardwell-apollo/index.html,100255,,,True,Blasterjaxx vs. Hardwell ft. Amba Shepherd - Apollo Going Crazy (Hardwell Mashup),4033540,596004679,4KHDdWCH1NCtFv2mVGNkCH,,68672202,,,,1484227,,,,,,,0.761,0.791,6.0,-3.587,0.0,0.197,0.00191,0.147,0.348,0.201,127.96,4KHDdWCH1NCtFv2mVGNkCH,311445.0,4.0,"big room,dance pop,deep big room,dutch house,edm,electro house,progressive electro house,progressive house,tropical house"
47,1ldcw1rk,"Hardwell @ Mainstage, Ultra Music Festival Miami, United States 2016-03-19","Sat, Mar 19 2016",346660,273,all,27,Big Room,Hardwell,Ultra Music Festival Miami,Hardwell & Blasterjaxx - Going Crazy,Hardwell & Blasterjaxx,/track/248jltvf/hardwell-blasterjaxx-going-crazy/index.html,300273,,,True,Hardwell ft. Amba Shepherd - Apollo,8280028,1144603968,4RXMpdxfN4vKrhWGI6ziGB,,280415217,1144603969,280416265,,5285825,60XSZFXrCkLhgGZUuIcx1F,,8086565,,,,0.666,0.88,6.0,-3.896,1.0,0.181,0.00157,0.0402,0.114,0.381,127.932,4RXMpdxfN4vKrhWGI6ziGB,256906.0,4.0,"big room,dance pop,deep big room,dutch house,edm,electro house,progressive electro house,progressive house,tropical house"
48,1ldcw1rk,"Hardwell @ Mainstage, Ultra Music Festival Miami, United States 2016-03-19","Sat, Mar 19 2016",346660,273,all,27,Big Room,Hardwell,Ultra Music Festival Miami,Hardwell & W&W - Get Down,Hardwell & W&W,/track/1jqpfqbp/hardwell-wandw-get-down/index.html,300274, 48:11 ,16,False,,8626189,1197228191,1CuxhgEb5VE1R0Pmcdphze,,293632862,,293631833,,5285730,,254050640,,,,,0.549,0.978,1.0,-2.321,1.0,0.263,0.00426,0.00354,0.375,0.182,127.951,1CuxhgEb5VE1R0Pmcdphze,168750.0,4.0,"big room,dance pop,deep big room,dutch house,edm,electro house,progressive electro house,progressive house,tropical house"
49,1ldcw1rk,"Hardwell @ Mainstage, Ultra Music Festival Miami, United States 2016-03-19","Sat, Mar 19 2016",346660,273,all,27,Big Room,Hardwell,Ultra Music Festival Miami,Seth Hills vs. Hardwell vs. Alesso & Tove Lo - Raise Your Heroes Spaceman (Hardwell Mashup),Seth Hills vs. Hardwell vs. Alesso & Tove Lo,/track/9lz3h95/seth-hills-hardwell-alesso-tove-lo-raise-your-heroes-spaceman-hardwell-mashup/index.html,300276, 51:23 ,17,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1ldcw1rk,"Hardwell @ Mainstage, Ultra Music Festival Miami, United States 2016-03-19","Sat, Mar 19 2016",346660,273,all,27,Big Room,Hardwell,Ultra Music Festival Miami,Hardwell - Spaceman,Hardwell,/track/4qkdzg5/hardwell-spaceman/index.html,51416,,,True,Seth Hills vs. Hardwell vs. Alesso & Tove Lo - Raise Your Heroes Spaceman (Hardwell Mashup),3245917,1115334904,1Ca2ELRlvACAeI7xz9c9jR,,34263988,496543992,,,5320261,,,,,,,0.599,0.763,3.0,-3.727,0.0,0.0553,0.000262,0.794,0.241,0.118,127.997,1Ca2ELRlvACAeI7xz9c9jR,379261.0,4.0,"big room,dance pop,deep big room,dutch house,edm,electro house,progressive electro house,progressive house,tropical house"
51,1ldcw1rk,"Hardwell @ Mainstage, Ultra Music Festival Miami, United States 2016-03-19","Sat, Mar 19 2016",346660,273,all,27,Big Room,Hardwell,Ultra Music Festival Miami,Alesso ft. Tove Lo - Heroes (We Could Be),Alesso,/track/jyg2455/alesso-heroes/index.html,201252,,,True,Hardwell - Spaceman,,980655338,6WQLkih8nE0JdUCEyLaGnQ,,164138555,1445317372,,,,3zU9rdflI65tK4dkkNSp77,,,,,,0.5,0.726,5.0,-4.124,1.0,0.0643,0.0362,0.0,0.441,0.397,125.904,6WQLkih8nE0JdUCEyLaGnQ,210013.0,4.0,"big room,dance pop,edm,electro house,pop,progressive electro house,tropical house"
52,1ldcw1rk,"Hardwell @ Mainstage, Ultra Music Festival Miami, United States 2016-03-19","Sat, Mar 19 2016",346660,273,all,27,Big Room,Hardwell,Ultra Music Festival Miami,Seth Hills - Raise Your Hands,Seth Hills,/track/1ypyw3yx/seth-hills-raise-your-hands/index.html,309015,,,True,Alesso ft. Tove Lo - Heroes (We Could Be),7989997,1116621723,0ymKUOmAsBIaZZ9tzudssM,,265121891,,,,,,,,,,,0.612,0.881,10.0,-4.423,0.0,0.392,0.012,0.00452,0.311,0.371,129.992,0ymKUOmAsBIaZZ9tzudssM,212165.0,4.0,"big room,deep big room,electro house,pop edm,sky room"
53,1ldcw1rk,"Hardwell @ Mainstage, Ultra Music Festival Miami, United States 2016-03-19","Sat, Mar 19 2016",346660,273,all,27,Big Room,Hardwell,Ultra Music Festival Miami,Hardwell - Wake Up Call,Hardwell,/track/2cqpfcc5/hardwell-wake-up-call/index.html,291292, 54:12 ,18,False,,8086568,,5aNt0z5djvwsPflqoEXd7c,,276631515,,,,5288129,,,,,,,0.441,0.875,6.0,-2.094,1.0,0.0954,0.0408,0.452,0.223,0.135,130.037,5aNt0z5djvwsPflqoEXd7c,248593.0,4.0,"big room,dance pop,deep big room,dutch house,edm,electro house,progressive electro house,progressive house,tropical house"
54,1ldcw1rk,"Hardwell @ Mainstage, Ultra Music Festival Miami, United States 2016-03-19","Sat, Mar 19 2016",346660,273,all,27,Big Room,Hardwell,Ultra Music Festival Miami,Hardwell & W&W - Jumper (Acappella),Hardwell & W&W,/track/1862u47f/hardwell-wandw-jumper-acappella/index.html,153953, 55:24 ,w/,False,,,,53XpbyGmliKzcIeaxQDlI3,,104092007,,,,,,,,,,,0.679,0.921,5.0,-5.288,0.0,0.13,0.00519,0.862,0.0669,0.109,127.989,53XpbyGmliKzcIeaxQDlI3,315000.0,4.0,"big room,dance pop,deep big room,dutch house,edm,electro house,progressive electro house,progressive house,tropical house"
